date,customer_name,product_name,cost
2024-09-01,Alicia Myers,Sennheiser Momentum 3,523.71
2022-12-22,Benjamin Cooley,Keurig K-Elite,1561.16
2024-01-28,Casey Brown,Apple AirPods Pro,808.13
2024-07-13,Heather Morgan,PlayStation 5,282.56
2022-12-22,Michelle Sanchez,Jabra Elite 85h,1710.65
2022-12-09,Crystal Harper,MacBook Pro,1977.43
2023-02-08,Mark Solomon MD,Surface Pro 8,1367.44
2023-02-14,Alyssa Taylor,Samsung QN90A,703.15
2024-06-03,Phyllis Walton,Philips Hue Starter Kit,1894.62
2024-08-11,Blake Williams,Roomba i7+,1740.24
2022-12-20,Jenny Leon,Vizio M-Series Quantum,1387.84
2024-07-18,Jason Barr,WD My Passport,1911.47
2023-02-13,Natalie Gardner,Surface Pro 8,585.68
2024-06-06,Jessica Sanchez,Shure SM7B,619.14
2024-03-02,Judith Campbell,Roomba i7+,1048.96
2022-12-16,Darius Davila,Asus ROG Zephyrus G14,545.01
2022-11-08,Allen Haynes,Nest Learning Thermostat,301.41
2023-09-12,Justin Wade,DJI Mavic Air 2,598.42
2023-02-18,Caleb Thomas,Thrustmaster T300,484.18
2024-02-08,Darrell Gonzalez,Le Creuset Dutch Oven,1422.04
2023-06-03,Shannon King,Google Chromecast,1089.5
2024-09-29,Julia Franklin,LG Gram 17,207.04
2024-01-18,Joshua Shea,HP Omen 15,71.26
2024-08-29,Brenda Nash,Ultimate Ears Boom 3,1394.46
2023-12-22,Steven Schroeder,Samsung Galaxy S23,812.95
2024-07-03,Brittany Martin,Foreo Luna 3,1101.14
2024-07-23,Ryan Cuevas,Nest Learning Thermostat,1597.89
2023-03-21,William Rogers,Secretlab Titan Evo 2022,1223.18
2022-11-01,Ashley Edwards,Blue Yeti Microphone,825.58
2022-10-26,Margaret Hodges,Anova Sous Vide,1824.67
2024-02-10,James Myers,Bose QuietComfort 45,1175.65
2023-09-29,Debbie Deleon,Breville Bambino,539.75
2024-06-02,Kristin Smith,Surface Pro 8,1005.68
2023-07-01,Anna Scott,Bang & Olufsen Beosound A1,975.91
2024-03-27,Ms. Jennifer Knight MD,Shure SM7B,1572.64
2023-03-11,Jesse Maxwell,Shark IQ Robot,1283.7
2023-12-17,Shannon Goodman,Fitbit Charge 5,1271.42
2023-03-13,Lisa Bell,Surface Pro 8,1425.53
2023-08-13,Sarah Norris,Google Chromecast,1654.9
2024-01-22,Samantha Young,Corsair HS80,884.81
2022-11-14,Christy Buckley,Nest Learning Thermostat,800.81
2023-04-06,Patrick Barber,Anova Sous Vide,56.24
2023-08-19,William Morris,LaCie Rugged SSD,1873.85
2023-01-06,Brandon Roach,Sonos Beam,1397.63
2024-09-23,Jason Kelley,Thrustmaster T300,500.32
2024-04-05,Rhonda Davis,Secretlab Titan Evo 2022,1724.41
2024-05-28,Rebecca Barnes,Samsung Galaxy Tab S8,942.25
2024-01-24,Connie Miller MD,iPad Air,727.76
2023-11-26,Sharon Smith,KitchenAid Stand Mixer,782.56
2024-01-09,Christopher Knight,Dyson V11 Torque Drive,664.61
2024-01-23,David Webster,Acer Predator Helios 300,108.46
2024-09-09,Jared Smith,GHD Platinum+,1496.16
2024-04-03,Rebecca Cunningham,Bose QuietComfort 45,1254.12
2022-10-18,Jennifer Barnett,Nespresso Vertuo,678.47
2024-07-21,Sherry Clark,Razer Kraken,1857.82
2023-02-27,Jeffrey Mckinney,iPad Air,659.92
2023-12-29,Kristin Smith,Amazon Fire TV Stick 4K,164.97
2024-07-15,Adam Jackson,Secretlab Titan Evo 2022,997.08
2023-10-23,Wendy Hanson,Sennheiser Momentum 3,701.91
2023-11-21,William Cook,Fitbit Charge 5,1800.02
2024-10-08,Jennifer Zimmerman,Jabra Elite 85h,1357.14
2024-08-20,Patricia Strickland,DJI Mavic Air 2,1655.85
2024-06-04,Troy Keith,Logitech G29,496.29
2024-07-20,Anita Christensen,Nespresso Vertuo,1834.04
2024-04-16,Jacob Rodriguez,Samsung T7 Portable SSD,1823.6
2024-07-03,Christopher Gomez,Logitech Brio,1731.32
2023-07-15,Robert Rowland,KitchenAid Stand Mixer,1295.27
2024-06-07,David Morrison,Roku Ultra,244.36
2024-06-17,Cheryl Baldwin,Philips Sonicare 9900,1332.14
2024-08-17,Valerie Roach,Sennheiser Momentum 3,1500.55
2023-11-08,John Wells,Arlo Pro 4,1401.87
2023-09-05,Tiffany Turner,Logitech Brio,805.89
2024-08-24,Erik Gutierrez,HP Spectre x360,853.72
2024-02-01,Jay Martin,Sony WH-1000XM4,1640.1
2022-11-05,Benjamin Jones,Le Creuset Dutch Oven,1756.31
2024-10-08,Samantha Hill,HyperX Cloud II,306.38
2024-01-25,Edward Rodriguez,Dell XPS 13,1550.51
2023-04-15,Melanie Barrett,Arlo Pro 4,358.47
2024-02-14,Kylie Freeman,Marshall Stanmore II,1244.17
2022-12-28,Matthew Pope,KitchenAid Stand Mixer,459.34
2023-12-31,Matthew Brown,Roku Ultra,1762.63
2023-07-11,Richard Wells,Corsair HS80,1172.75
2023-03-14,Douglas Mejia,Samsung T7 Portable SSD,1087.41
2023-10-01,Arthur Delgado,Cuisinart Air Fryer,1217.83
2024-10-03,James Lutz,Ninja Foodi,1277.7
2023-12-05,Trevor Brown,Thrustmaster T300,1203.19
2023-03-01,Thomas Adams,Samsung Galaxy S23,1378.44
2024-04-01,Robert Johnson,Keurig K-Elite,960.07
2024-08-23,Erica Ramirez,Razer Kraken,700.19
2024-04-11,Colleen Davis,MacBook Pro,696.6
2024-10-06,Rachel Martin,Sony WF-1000XM4,319.68
2022-12-14,Timothy Erickson,Jabra Elite 85h,1142.88
2024-03-11,Robert Stevens,SteelSeries Rival 600,1483.39
2024-10-16,Jeremiah Patel,Corsair K95 RGB Platinum,183.91
2023-06-25,Jonathan Ferguson,Foreo Luna 3,1813.34
2023-07-19,Donna Zimmerman,Nintendo Switch,450.47
2023-07-10,Nicholas Trevino,Ecobee SmartThermostat,1379.53
2023-04-06,Wesley Bailey,Logitech Brio,685.32
2022-12-10,Terri Golden MD,MSI GS66 Stealth,912.58
2023-05-02,Laura Jones,WD My Passport,57.13
2024-02-27,Juan Cox,Corsair T3 Rush,1152.06
2024-05-19,Christy Buckley,Arlo Pro 4,58.3
2022-11-17,John Wells,Le Creuset Dutch Oven,1966.45
2024-03-08,Ryan Cuevas,Samsung QN90A,1144.28
2022-12-23,Sarah Bird,Nikon Z7 II,1345.69
2022-11-29,Jenny Leon,Instant Pot Duo,127.83
2024-03-03,Michael Parker,PlayStation 5,281.98
2024-07-04,Anthony Osborn,Dell Alienware m15,1348.47
2024-08-21,Dr. Alexander Rivers,Razer Kraken,300.32
2022-12-02,Michelle Contreras,Google Chromecast,1567.47
2023-03-05,Wesley Bailey,iPad Air,1064.81
2024-06-21,Angela Stewart,Corsair K95 RGB Platinum,744.38
2023-04-11,David Strickland,Marshall Stanmore II,108.41
2023-05-25,Martin Meza,Oral-B iO Series 9,697.08
2023-08-20,Cheryl Baldwin,Anova Sous Vide,567.31
2024-06-13,Candace Thomas MD,Nespresso Vertuo,605.13
2024-08-26,John Foley,KitchenAid Stand Mixer,1667.06
2024-06-07,Michelle Russell,Logitech Brio,983.99
2024-10-12,Douglas Peterson,Corsair HS80,785.93
2023-04-05,Christopher Burgess,GHD Platinum+,177.26
2023-10-10,Nancy Mahoney,Secretlab Titan Evo 2022,1271.41
2022-11-05,Robert Wilson,Google Pixel 7,1096.67
2024-08-06,Shannon Smith,Marshall Stanmore II,1815.52
2023-12-28,Hector Carr,Arlo Pro 4,923.24
2023-03-05,Donna Stanley,GoPro Hero 10,1855.52
2024-01-27,William Rogers,Nintendo Switch,166.12
2023-06-09,Natasha Gregory,Foreo Luna 3,1682.04
2023-02-10,Daniel Sanchez,Philips Sonicare 9900,1681.18
2023-06-05,Holly Burton,GoPro Hero 10,1930.28
2024-07-11,Jeremiah Sampson,Ninja Foodi,1312.0
2023-04-18,Alisha Carter,Corsair K95 RGB Platinum,1654.98
2024-05-20,Robert Brooks,Acer Predator Helios 300,344.4
2023-08-28,Tonya Sanchez,Asus ZenBook Duo,465.42
2023-04-24,Maria Randall,Sennheiser Momentum 3,478.45
2023-08-09,Connie Miller MD,Google Chromecast,1382.77
2023-10-21,Amy Boyd,Logitech G Pro X,157.37
2023-07-20,Matthew Tyler,Clarisonic Mia,946.54
2023-04-12,Ricky Henry,Cuisinart Air Fryer,1879.66
2023-11-15,Carmen Gardner,PlayStation 5,485.9
2024-06-06,Stephanie Harrington,Nikon Z7 II,326.16
2024-08-20,Barbara Hunt,Foreo Luna 3,1612.99
2023-05-30,Mark Esparza,SanDisk Extreme Pro,1636.44
2023-08-11,Matthew Smith,Acer Predator Helios 300,588.95
2024-01-21,Brooke Salazar,Sony A7 IV,370.07
2023-08-01,Dr. Kimberly Wilson,Philips Sonicare 9900,89.6
2023-06-29,Rebecca Cunningham,Microsoft Surface Go 3,1615.74
2023-04-24,Timothy Taylor,Bowers & Wilkins PX7,1510.38
2024-10-03,Jason Rogers,Microsoft Surface Go 3,403.43
2024-04-18,Diana Howard,Elgato Stream Deck,315.86
2024-09-04,Jeremy Carlson,Asus ROG Zephyrus G14,1580.94
2023-07-19,Luis Andersen,Sennheiser Momentum 3,981.29
2024-10-10,Anna Scott,Bowers & Wilkins PX7,274.63
2024-04-19,Shawn Reeves,Fujifilm X-T4,331.99
2024-01-21,Linda Mathews,HP Omen 15,1034.05
2024-02-11,Andrew Jones,Arlo Pro 4,1964.95
2022-12-04,Margaret Johnson,Ring Video Doorbell,160.52
2023-08-31,Sheila Beck,Nikon Z7 II,1030.22
2023-07-17,Mr. Richard Willis,HP Omen 15,983.86
2024-05-25,Andrew Jones,MSI GS66 Stealth,171.41
2024-04-07,Timothy Sullivan,Sonos Beam,1517.55
2023-12-15,Darren Barker DDS,Logitech G29,760.54
2023-09-03,Melanie Young,Bowers & Wilkins PX7,1311.29
2024-01-07,Bryan Sanders,Ecobee SmartThermostat,529.41
2023-06-21,Scott Navarro,LG C1 OLED TV,1845.61
2024-07-01,James Simpson,KitchenAid Stand Mixer,679.84
2022-11-22,Christian Griffith,Ninja Foodi,118.48
2024-04-18,Maria Riddle,Bose QuietComfort 45,1811.9
2023-10-08,John Turner,Dell XPS 13,1005.32
2023-08-24,Austin Cooper,Apple AirPods Pro,823.79
2024-09-26,James White,Sennheiser Momentum 3,1826.04
2023-12-16,Diana Mathis,Asus ROG Zephyrus G14,783.06
2024-01-07,Jason Rogers,Nikon Z7 II,595.07
2022-10-24,Brett Dixon,Lenovo Tab P11,1124.01
2024-09-06,Peggy Jones,Ecobee SmartThermostat,1670.83
2024-03-13,Lori Mcdonald,Revlon One-Step Hair Dryer,1418.65
2022-12-26,Juan Cox,SanDisk Extreme Pro,427.23
2023-01-02,Mark Fox,Acer Predator Helios 300,1186.12
2024-04-12,Taylor Ball,Dell Alienware m15,1433.55
2023-05-01,Michael Roth,Logitech G29,112.27
2023-02-21,Pamela Nicholson,Logitech MX Master 3,463.41
2024-05-06,Nicole Rivera,Keurig K-Elite,931.12
2024-09-03,Patricia Strickland,Canon EOS R5,1368.28
2023-07-28,Tonya Sanchez,PlayStation 5,106.81
2023-09-03,Philip Reid,Roomba i7+,933.06
2023-07-17,Deborah Salazar,HyperX Cloud II,584.47
2024-02-06,Alyssa Young,Razer Blade 15,1338.45
2023-01-17,Christine Morgan,GHD Platinum+,1100.11
2024-08-01,Edward Clark,Acer Predator Helios 300,1885.61
2023-07-03,Nicole Briggs,Samsung Galaxy Buds Pro,519.46
2022-11-22,Karen Bishop,Shark IQ Robot,120.45
2023-08-13,Lawrence Sweeney,Philips Sonicare 9900,1427.18
2023-08-26,Katie Wallace,Ninja Foodi,189.1
2024-07-16,Jonathan Woods,MSI GS66 Stealth,66.42
2024-06-27,Joyce Johnson,Instant Pot Duo,1778.69
2022-11-10,Alexandria Thompson,Roomba i7+,1917.34
2023-06-26,Matthew Johnson,Blue Yeti Microphone,770.54
2024-06-12,Tara Jones,Logitech G29,487.01
2024-10-05,Sarah Bird,Anova Sous Vide,833.37
2023-06-24,Brandon Moses,Razer Blade 15,1891.47
2023-04-22,Mr. Joel Diaz,August Smart Lock,1940.9
2023-12-21,Douglas Parks,Instant Pot Duo,1228.48
2023-10-11,Joshua Frazier,Elgato Stream Deck,1477.95
2024-04-16,Brittany Martin,PlayStation 5,1429.02
2023-06-06,Jennifer Porter,Nintendo Switch,1943.74
2024-08-12,Aaron Buck,Secretlab Titan Evo 2022,448.8
2023-03-05,Wendy Schaefer MD,Sennheiser Momentum 3,1453.79
2023-01-23,Daniel Rodriguez,August Smart Lock,869.27
2023-02-19,Trevor Thomas,KitchenAid Stand Mixer,1272.76
2023-09-15,Trevor Thomas,Samsung Galaxy Buds Pro,1422.65
2023-05-03,Wesley Bailey,Sony WF-1000XM4,1147.15
2023-07-25,Fred Soto,Dell Alienware m15,697.77
2024-03-17,Jonathan Henry,Revlon One-Step Hair Dryer,486.92
2023-04-19,Christian Griffith,Samsung Galaxy Watch 5,1929.16
2023-11-17,Anna Scott,Anova Sous Vide,392.14
2023-02-04,Michael Lopez,Amazon Kindle,1163.04
2024-07-30,Teresa Crawford,SteelSeries Rival 600,376.56
2024-07-30,Tabitha Houston,Ultimate Ears Boom 3,1865.92
2024-03-14,Tammy Shaw,KitchenAid Stand Mixer,1812.29
2022-10-25,Ruth Bailey,Secretlab Titan Evo 2022,1764.1
2024-07-10,Deanna Jackson,Acer Predator Helios 300,1362.43
2023-12-16,Denise Sandoval,Corsair T3 Rush,1336.54
2024-08-15,Mary Rocha,Fitbit Charge 5,750.64
2024-03-24,Brandy White,Samsung Galaxy Watch 5,1482.53
2023-03-15,Jennifer Zimmerman,Asus ROG Zephyrus G14,399.89
2022-11-21,Jacob Rodriguez,Razer Kraken,458.58
2023-02-08,Brooke Salazar,Google Chromecast,660.69
2024-05-24,James Myers,Lenovo ThinkPad X1,308.53
2024-03-07,Scott Navarro,Oral-B iO Series 9,884.8
2022-10-30,James Stephens,Samsung Galaxy Watch 5,1624.56
2022-11-20,Abigail Coffey,Thrustmaster T300,1823.04
2023-10-12,Robert Johnson,Thrustmaster T300,222.69
2024-04-26,Austin Holland,Apple Watch Series 8,62.6
2022-12-13,Jason Bowman,GoPro Hero 10,1985.04
2023-08-08,Gary Larson,Google Chromecast,1076.51
2024-09-11,Scott Navarro,Ecobee SmartThermostat,1661.21
2022-10-19,Justin Tapia,Asus ZenBook Duo,1182.11
2023-09-30,Theresa Lamb,Instant Pot Duo,1210.77
2024-01-12,Taylor Palmer,Elgato Stream Deck,1200.49
2024-03-28,Tammy Johnson,Seagate Backup Plus,183.42
2023-10-13,Dominique White,Clarisonic Mia,236.1
2023-09-02,Stephanie Nguyen,GHD Platinum+,84.29
2023-03-28,Angel Mejia,Breville Bambino,134.87
2023-11-28,Jacob Rodriguez,Razer Kraken,1199.42
2024-04-21,Sherry Clark,Canon EOS R5,567.67
2022-11-12,Ashley Fitzgerald,Sonos Beam,754.64
2024-07-20,Eduardo Webb,SanDisk Extreme Pro,457.84
2023-09-13,Erica Ramirez,Sony WF-1000XM4,1103.94
2024-02-18,Jane Bird,Samsung T7 Portable SSD,1690.28
2024-06-20,Jessica Williams,Ninja Foodi,141.49
2024-05-14,Holly Carey,Breville Bambino,1934.24
2024-08-12,Phillip Camacho,Ninja Foodi,1220.87
2024-01-22,Terry Porter,Razer Kraken,1540.75
2022-12-18,Mary Stephens,Instant Pot Duo,1415.36
2023-08-27,Kathleen Griffin,Razer BlackWidow V3,1029.32
2024-07-30,Brandon Moses,Logitech MX Master 3,1240.83
2023-01-25,Tara Black DDS,Shure SM7B,1373.08
2023-11-04,Lisa Kirk,Philips Sonicare 9900,1687.68
2023-07-02,Carmen Webb,GHD Platinum+,558.0
2023-11-26,Matthew Alexander,Elgato Stream Deck,944.14
2023-09-19,Martin Meza,HP Omen 15,780.03
2024-07-16,Dana Henderson,Revlon One-Step Hair Dryer,812.47
2024-05-22,Andrew Silva,Alienware AW3423DW,179.29
2024-02-20,Lisa Beard,Lenovo Tab P11,552.75
2022-10-27,Gregory Carroll,Philips Hue Starter Kit,301.16
2024-10-15,Scott Navarro,Clarisonic Mia,1087.14
2024-04-18,Stephanie Nguyen,Clarisonic Mia,849.72
2024-09-12,Carlos Clements,HP Omen 15,62.86
2024-07-24,Jason Bowman,Samsung Galaxy S23,375.08
2024-09-29,Joseph Torres,Amazon Kindle,77.59
2023-08-25,Dave Hamilton,Samsung QN90A,130.14
2023-11-21,Russell Griffin,Samsung Galaxy Tab S8,892.46
2022-12-28,Jesse Maxwell,Marshall Stanmore II,902.62
2023-07-11,Linda Jones,Oral-B iO Series 9,1071.23
2022-11-08,Mathew Ballard,Samsung Galaxy S23,1685.89
2023-11-26,Brittany Hayes,iPad Air,91.25
2023-10-21,Robert Johnson,Apple Watch Series 8,1618.83
2024-03-25,Adam Burke,SanDisk Extreme Pro,885.24
2022-12-19,Anna Waters,Philips Hue Starter Kit,1107.67
2023-06-20,Devin Mahoney,Google Chromecast,1683.06
2024-04-19,Mrs. Breanna Marshall,HP Spectre x360,1098.51
2024-01-21,Darrell Gonzalez,LaCie Rugged SSD,1259.07
2024-03-19,Kathleen Griffin,GHD Platinum+,1182.63
2022-11-22,Marc Davis,Oral-B iO Series 9,1488.99
2023-12-24,Katherine Barnes,Seagate Backup Plus,465.29
2024-06-11,Edward Clark,Nikon Z7 II,1639.86
2023-08-01,Kayla Johnson,Asus ROG Zephyrus G14,1937.85
2024-05-10,Lori Mcdonald,Le Creuset Dutch Oven,684.1
2024-06-12,Tiffany Cole,HyperX Cloud II,1121.98
2023-12-03,Susan Ferguson,Keurig K-Elite,1805.43
2023-04-05,Jacob Chavez,Le Creuset Dutch Oven,270.71
2023-11-12,William Walker,Sennheiser Momentum 3,592.68
2023-06-08,Kenneth Williams,DJI Mavic Air 2,619.68
2023-05-21,Jonathan Johnson,Samsung QN90A,1130.23
2024-02-27,Elizabeth Mcintosh,Bose QuietComfort 45,1654.53
2024-05-03,David Fuller,Razer BlackWidow V3,1671.31
2024-05-30,William Cook,WD My Passport,1258.53
2024-06-14,Michelle Schultz,LG C1 OLED TV,1252.77
2023-07-26,Justin Tanner,Marshall Stanmore II,540.19
2023-11-01,Lori Mcdonald,Samsung Galaxy S23,92.92
2024-05-28,Martha Velez,iPad Air,1874.78
2023-07-01,Diana King,Sony WF-1000XM4,566.41
2023-09-02,Shawn Cunningham,Amazon Kindle,1866.8
2023-01-29,Taylor Jones,DJI Mavic Air 2,962.91
2022-12-17,Robert Randall,Acer Predator Helios 300,1084.48
2024-06-19,Valerie Mckinney,HyperX Cloud II,131.48
2024-09-11,Justin Griffith,Samsung T7 Portable SSD,869.81
2023-02-06,Lawrence Sweeney,Marshall Stanmore II,1865.73
2023-12-01,Jason Kelley,Asus ZenBook Duo,827.97
2023-10-20,Jerry Black,Apple AirPods Pro,524.81
2023-01-09,Kathryn Potter,Logitech G Pro X,1633.85
2023-01-04,Nicolas Moore,Sonos Beam,213.36
2024-01-15,Melanie Young,Dyson Supersonic,843.05
2024-06-05,Susan Ferguson,Vizio M-Series Quantum,1789.6
2023-12-07,Jeff Bates,Ecobee SmartThermostat,1963.29
2024-06-30,Jason Crawford,Surface Pro 8,372.22
2023-01-26,Randall Chung,Razer Blade 15,638.69
2024-04-23,Samantha Hill,HP Omen 15,133.08
2022-12-02,Joshua Shea,WD My Passport,1433.51
2024-02-07,Kimberly Jenkins,Clarisonic Mia,1742.49
2024-05-28,William Rogers,Sony WH-1000XM4,1993.52
2022-12-20,Brenda Thompson,Le Creuset Dutch Oven,895.96
2023-07-09,Michael Dunn,Roomba i7+,842.8
2022-10-23,Justin Griffith,Noblechairs Hero,92.08
2024-05-17,David Webster,SanDisk Extreme Pro,1577.37
2022-12-19,Maria Howard,Samsung Galaxy Tab S8,268.13
2024-02-04,Brittany Martin,Noblechairs Hero,588.26
2023-11-03,Deborah Salazar,Elgato Stream Deck,1906.56
2024-06-22,Jacqueline Robinson,iPad Air,401.0
2023-09-15,Steven Schroeder,Thrustmaster T300,1806.59
2022-10-18,Taylor Jones,Sony WH-1000XM4,660.71
2023-09-29,Mr. Scott Bray,PlayStation 5,1565.13
2023-11-04,Darius Davila,WD My Passport,314.01
2023-11-29,Ashlee Williams,MacBook Pro,553.64
2024-03-12,Whitney Cantrell,Corsair K95 RGB Platinum,1391.4
2023-03-10,Cheryl Hill,Dell Alienware m15,237.25
2023-09-19,Thomas Adams,Sony WF-1000XM4,1556.91
2024-08-05,Clayton Hampton,Roomba i7+,1313.96
2022-12-24,Tiffany Sanchez,Apple Watch Series 8,1845.35
2023-12-01,Laura King,Samsung Galaxy Tab S8,604.63
2024-06-26,Terry Holland,Dell XPS 13,249.09
2024-04-14,Michelle Schultz,iPad Air,1514.85
2024-07-24,Jonathan Johnson,WD My Passport,843.46
2024-07-20,Krystal Howard,Fitbit Charge 5,836.04
2023-12-07,Dr. Julie Rogers,MacBook Pro,701.13
2023-09-17,Tammy Garcia,Vitamix 5200,1162.75
2024-07-14,Jenny Leon,Samsung Galaxy S23,1108.66
2023-01-29,Briana Bautista,Ring Video Doorbell,1688.89
2023-09-04,Natalie Combs,iPad Air,369.54
2024-06-14,William Pratt,Bang & Olufsen Beosound A1,1476.65
2024-02-07,Jeremiah Sampson,Apple AirPods Pro,702.65
2023-03-19,Jack Serrano,Google Chromecast,305.11
2023-12-27,Tyler Zimmerman,Logitech G29,1510.6
2023-03-20,Jeffrey Schultz,Bose QuietComfort 45,266.94
2023-10-01,Cheryl Newman,LG C1 OLED TV,1630.8
2023-10-22,Alex George,Sonos Beam,941.61
2023-11-10,Cynthia Green,Roomba i7+,341.22
2024-04-05,Danielle Little,Blue Yeti Microphone,963.79
2024-06-26,Karen Bishop,Noblechairs Hero,701.27
2024-08-30,Jessica Olson,Harman Kardon Onyx,791.54
2024-06-13,Daniel Rodriguez,Google Chromecast,1064.53
2024-02-26,Bruce Cain,Dyson Supersonic,354.6
2024-01-22,Cindy Smith,Logitech Brio,888.94
2023-03-10,James Stephens,Asus ROG Zephyrus G14,1477.26
2024-09-07,Crystal Miller,Nikon Z7 II,1996.05
2023-03-18,Rose Peterson,LG Gram 17,1545.05
2024-02-01,Joshua Jones,August Smart Lock,1143.9
2023-04-17,Linda Jones,Sony WH-1000XM4,1955.69
2024-09-16,Christopher Burgess,HyperX Cloud II,1554.82
2024-08-03,Ralph Adams,iPad Air,1457.22
2023-06-03,Margaret Rogers,Ultimate Ears Boom 3,546.91
2023-01-31,Melanie Young,GoPro Hero 10,261.63
2022-11-25,Richard Wilkerson,Microsoft Surface Go 3,68.75
2024-06-20,Rebecca Barnes,KitchenAid Stand Mixer,1367.03
2024-01-04,Bruce Cain,Razer Blade 15,1532.93
2024-02-08,Ashley Fitzgerald,Cuisinart Air Fryer,665.87
2023-06-21,Antonio Lee,Foreo Luna 3,599.06
2022-11-30,Matthew Pope,DJI Mavic Air 2,1906.73
2023-05-29,Ryan Cuevas,Corsair HS80,260.27
2024-01-26,Troy Roach,Vitamix 5200,1767.7
2024-03-01,Marcus Johnson,Razer BlackWidow V3,283.19
2023-05-13,Deanna Jackson,Ring Video Doorbell,947.12
2023-03-18,Dr. Allison Thompson,Samsung Galaxy Watch 5,129.66
2023-03-24,Thomas Morgan,Ninja Foodi,1226.67
2023-01-24,Katie Wallace,Razer Blade 15,1481.05
2024-09-19,Sarah Reese,Lenovo Tab P11,1879.93
2024-07-15,Patricia Strickland,LaCie Rugged SSD,1413.42
2024-07-27,Mark Solomon MD,Google Chromecast,1168.09
2024-06-19,Shawna Walters,Dell Alienware m15,597.47
2022-11-02,Steven Bryant,Bose QuietComfort 45,1276.23
2024-02-19,Matthew Hartman,Logitech G Pro X,50.93
2024-01-23,Wesley Hayes,Samsung T7 Portable SSD,1036.11
2024-10-13,Susan Ferguson,Apple Watch Series 8,481.22
2023-02-22,Whitney Rodriguez,Arlo Pro 4,365.34
2024-05-09,Connie Jones,Thrustmaster T300,1704.35
2023-03-08,Robert Copeland,Lenovo ThinkPad X1,1838.16
2023-12-25,Joseph Moody,Samsung Galaxy Buds Pro,1955.2
2023-03-18,Mary Stephens,Anova Sous Vide,1443.23
2024-01-10,Gregory Stephenson,Asus ZenBook Duo,586.23
2024-08-26,Stephanie Nguyen,Revlon One-Step Hair Dryer,1652.17
2023-07-25,Rachel Byrd,Dell Alienware m15,1074.99
2023-11-10,Joshua King,LG C1 OLED TV,310.8
2022-10-20,Carolyn Guzman,August Smart Lock,1275.03
2024-02-15,Gabrielle Mathews,WD My Passport,1386.49
2024-01-22,Jorge Garcia,Seagate Backup Plus,647.47
2024-04-27,Lisa Short,Dell Alienware m15,437.39
2023-08-30,Darren Barker DDS,Dell XPS 13,363.09
2024-05-04,Margaret Hodges,Logitech MX Master 3,724.59
2023-09-18,Pamela Nicholson,Samsung T7 Portable SSD,1340.53
2023-02-28,Heather Morales,Nespresso Vertuo,1466.21
2023-12-17,Jose Austin,Asus ZenBook Duo,1970.61
2024-03-03,Matthew Bishop,Blue Yeti Microphone,1760.54
2024-03-03,Greg Travis,iPad Air,747.44
2023-03-13,Walter Morris,Clarisonic Mia,1751.69
2022-10-24,Richard Fox,SteelSeries Rival 600,93.09
2022-12-24,Andrea Patel,Foreo Luna 3,1505.62
2024-07-26,William Lopez,Fujifilm X-T4,1234.21
2024-08-22,Susan Ferguson,Acer Predator Helios 300,455.16
2022-12-07,Sabrina Brown,Google Pixel 7,813.07
2023-08-02,Brady Duncan,KitchenAid Stand Mixer,1699.37
2023-01-22,Carlos Woods,Marshall Stanmore II,1900.51
2023-04-27,Casey Lewis,Asus ZenBook Duo,365.3
2023-12-06,James Perez,Vitamix 5200,1483.69
2022-11-04,Tiffany Cole,Bose QuietComfort 45,909.42
2023-04-21,Deborah Thomas,Shark IQ Robot,1289.69
2024-03-20,Whitney Cantrell,Microsoft Surface Go 3,1324.66
2023-10-08,Robert Griffin,Shure SM7B,355.77
2023-03-20,Sheri Perez,Razer BlackWidow V3,1914.04
2023-04-04,Robert Armstrong,Microsoft Surface Go 3,1846.05
2024-07-27,Sherry Edwards,Samsung QN90A,1210.21
2024-02-16,Justin Tanner,Sony A7 IV,1666.46
2023-04-17,Yvonne Galvan,LG Gram 17,662.94
2024-02-14,Trevor Downs,Ecobee SmartThermostat,1848.6
2023-04-07,James Bowman,HP Spectre x360,660.2
2024-09-16,Lisa Kirk,Dell Alienware m15,1362.91
2024-09-27,Erica Smith,SanDisk Extreme Pro,834.44
2024-07-29,Rachel Hurst,Sonos Beam,1479.55
2023-08-11,Trevor Downs,iPhone 14,1237.35
2024-01-29,Nicholas Mills,Shark IQ Robot,1871.97
2023-02-12,David Perez,LG Gram 17,339.05
2023-06-01,Margaret Rogers,SanDisk Extreme Pro,625.19
2023-06-09,Abigail Diaz,Ultimate Ears Boom 3,1496.42
2023-03-19,Ashlee Williams,Keurig K-Elite,445.16
2024-10-13,Adam Jackson,Sennheiser Momentum 3,367.72
2024-04-06,David Foster,Nest Learning Thermostat,53.8
2023-07-28,Aaron Buck,Vizio M-Series Quantum,1620.65
2023-02-25,Stephanie Nguyen,Xbox Series X,587.19
2023-06-06,Michael Mckenzie,Fitbit Charge 5,777.91
2022-11-23,Valerie Donovan,Samsung Galaxy S23,912.42
2023-11-10,Daniel Sanchez,Foreo Luna 3,94.71
2024-01-21,Joseph Young,Roku Ultra,195.57
2024-05-08,Steven Bryant,Instant Pot Duo,449.59
2023-10-26,Darren Wilson,Asus ZenBook Duo,1117.87
2023-11-08,Brenda Nash,Bose QuietComfort 45,1309.93
2023-06-17,Ruth Boyd,Philips Sonicare 9900,412.99
